X,Y
29.80000114,0.206077859
29.85000038,0.205677316
29.89999962,0.205276772
29.95000076,0.205162331
30,0.204156205
30.05000114,0.20645456
30.10000038,0.210889146
30.14999962,0.286326289
30.20000076,0.361856371
30.25,0.162689395
30.30000114,0.001418591
30.35000038,0.00115633
30.39999962,0.001270771
30.45000076,0.001285076
30.5,0.001299381
30.55000114,0.001307731
30.60000038,0.001316314
30.64999962,0.001316314
30.70000076,0.001312976
30.75,0.001338248
30.80000114,0.00132585
30.85000038,0.001338725
30.89999962,0.001336341
30.95000076,0.001350169
31,0.001353984
31.05000114,0.001370196
31.10000038,0.001379256
31.14999962,0.001554971
31.20000076,0.001736407
31.25,0.001734023
31.30000114,0.001736884
31.35000038,0.00170732
31.39999962,0.000568988
31.45000076,-0.00060153
31.5,-0.000566721
31.55000114,-0.000559568
31.60000038,-0.000556231
31.64999962,-0.004144136
31.70000076,0.015952887
31.75,0.059650183
31.80000114,0.084970333
31.85000038,0.099652193
31.89999962,0.107477143
31.95000076,0.113804772
32,0.119517326
32.04999924,0.124285698
32.10000229,0.127661705
32.15000153,0.129187584
32.20000076,0.132077262
32.25,0.133622214
32.29999924,0.134928748
32.35000229,0.136750266
32.40000153,0.1401072
32.45000076,0.168336064
32.5,0.169575885
32.54999924,0.173328593
32.60000229,0.173705295
32.65000153,0.176766589
32.70000076,0.183485225
32.75,0.204399392
32.79999924,0.256194837
32.85000229,0.311678618
32.90000153,0.325216115
32.95000076,0.159831651
33,0.001218319
33.04999924,0.001213551
33.10000229,0.001275539
33.15000153,0.001280308
33.20000076,0.001294613
33.25,0.001299624
33.29999924,0.001303439
33.35000229,0.001303916
33.40000153,0.001302485
33.45000076,0.001323466
33.5,0.001312499
33.54999924,0.001324897
33.60000229,0.001320605
33.65000153,0.001339679
33.70000076,0.001326804
33.75,0.001349692
33.79999924,0.001340632
33.85000229,0.001416926
33.90000153,0.001568084
33.95000076,0.001745944
34,0.001768832
34.04999924,0.001732593
34.10000229,0.00172544
34.15000153,0.001704459
34.20000076,0.000557544
34.25,-0.000623941
34.29999924,-0.000575781
34.35000229,-0.000560999
34.40000153,-0.00055337
34.45000076,-0.000570514
34.5,0.000704744
34.54999924,0.018251248
34.60000229,0.122964859
34.65000153,0.134537742
34.70000076,0.143020675
34.75,0.148280248
34.79999924,0.152142629
34.85000229,0.155571088
34.90000153,0.159881741
