X,Y
0.600041389,-0.005594511
0.590041161,-0.005561132
0.580040932,-0.005511065
0.570041656,-0.005477209
0.560041428,-0.005468149
0.550041199,-0.00548913
0.54004097,-0.005470057
0.530040741,-0.005498667
0.520041466,-0.005514402
0.510041237,-0.005538721
0.500041008,-0.005540628
0.490040779,-0.005568762
0.480118752,-0.005587835
0.470119476,-0.005612154
0.460119247,-0.005632663
0.450119019,-0.00566175
0.44011879,-0.005692267
0.430118561,-0.00572803
0.420119286,-0.005709433
0.410119057,-0.005754256
0.400118828,-0.005771422
0.390118599,-0.005809092
0.38011837,-0.005830073
0.370119095,-0.005862021
0.360118866,-0.005889201
0.350118637,-0.00590446
0.340196609,-0.005944037
0.330196381,-0.00600698
0.320196152,-0.006029391
0.310196877,-0.006066108
0.300196648,-0.006095195
0.290196419,-0.006125712
0.28019619,-0.006187701
0.270195961,-0.006200099
0.260196686,-0.006253505
0.250196457,-0.006271624
0.240196228,-0.006355071
0.230195999,-0.006399894
0.22019577,-0.006447101
0.210196495,-0.006466174
0.200274467,-0.00653913
0.190274239,-0.006583953
0.18027401,-0.006672168
0.170273781,-0.006694579
0.160274506,-0.006765628
0.150274277,-0.006863379
0.140274048,-0.006926327
0.130273819,-0.007033615
0.12027359,-0.007122783
0.110274315,-0.007185726
0.100274086,-0.007301597
0.090273857,-0.007386951
0.080273628,-0.007470398
0.070273399,-0.007602482
0.060274124,-0.007727413
0.050352097,-0.007881432
0.040351868,-0.008020668
0.030351639,-0.008173261
0.02035141,-0.008281503
0.010351181,-0.008457456
0.000351906,-0.008622441
-0.009648323,-0.008787427
-0.019648552,-0.008991513
-0.029648781,-0.009174619
-0.03964901,-0.009431639
-0.049648285,-0.009639063
-0.059648514,-0.009849348
-0.069648743,-0.01005868
-0.079648972,-0.010328569
-0.089570999,-0.010544577
-0.099570274,-0.010789676
-0.109570503,-0.011098189
-0.119570732,-0.011395736
-0.129570961,-0.011679454
-0.13957119,-0.011987495
-0.149570465,-0.012233543
-0.159570694,-0.012536812
-0.169570923,-0.012842464
-0.179571152,-0.013128571
-0.189571381,-0.013439946
-0.199570656,-0.013738446
-0.209570885,-0.014083676
-0.219571114,-0.014373116
-0.229493141,-0.014691171
-0.23949337,-0.014986333
-0.249492645,-0.015267667
-0.259492874,-0.015569982
-0.269493103,-0.015816988
-0.279493332,-0.016144099
-0.289493561,-0.016431632
-0.299492836,-0.016737284
-0.309493065,-0.017052956
-0.319493294,-0.017330952
-0.329493523,-0.017576046
-0.339493752,-0.017871208
-0.349493027,-0.018110104
-0.359493256,-0.018399071
-0.369415283,-0.018674206
-0.379415512,-0.018970322
-0.389415741,-0.019306015
-0.39941597,-0.019698458
